"","ensembl_gene_id","rnorvegicus_homolog_ensembl_gene"
"46425","ENSMUSG00000022812","ENSRNOG00000002833"
"46426","ENSMUSG00000044715","ENSRNOG00000042427"
"46427","ENSMUSG00000026879","ENSRNOG00000018991"
"46428","ENSMUSG00000062203","ENSRNOG00000046271"
"46429","ENSMUSG00000071723","ENSRNOG00000048817"
"46430","ENSMUSG00000031584","ENSRNOG00000014915"
"46431","ENSMUSG00000027610","ENSRNOG00000018964"
"46436","ENSMUSG00000025934","ENSRNOG00000056847"
"46437","ENSMUSG00000032348","ENSRNOG00000030449"
"46438","ENSMUSG00000028018","ENSRNOG00000011669"
"46439","ENSMUSG00000029864","ENSRNOG00000016484"
"46440","ENSMUSG00000058135","ENSRNOG00000029726"
"46444","ENSMUSG00000027890","ENSRNOG00000019221"
"46449","ENSMUSG00000004035","ENSRNOG00000018937"
"46450","ENSMUSG00000025068","ENSRNOG00000028746"
"46460","ENSMUSG00000058216","ENSRNOG00000018287"
"46461","ENSMUSG00000001663","ENSRNOG00000049771"
"46466","ENSMUSG00000009093","ENSRNOG00000038300"
"46467","ENSMUSG00000021033","ENSRNOG00000047708"
"46468","ENSMUSG00000053129","ENSRNOG00000000952"
"46469","ENSMUSG00000035946","ENSRNOG00000002266"
"46471","ENSMUSG00000036890","ENSRNOG00000031038"
"46472","ENSMUSG00000020962","ENSRNOG00000004300"
"46473","ENSMUSG00000024154","ENSRNOG00000016703"
"46474","ENSMUSG00000033543","ENSRNOG00000056701"
"46475","ENSMUSG00000028271","ENSRNOG00000011135"
"46476","ENSMUSG00000022828","ENSRNOG00000026008"
"46477","ENSMUSG00000031585","ENSRNOG00000014422"
"46478","ENSMUSG00000002658","ENSRNOG00000047134"
"46479","ENSMUSG00000067995","ENSRNOG00000029316"
"46480","ENSMUSG00000006599","ENSRNOG00000012360"
"46481","ENSMUSG00000021639","ENSRNOG00000018230"
"46482","ENSMUSG00000029387","ENSRNOG00000001035"
"46483","ENSMUSG00000001524","ENSRNOG00000000831"
"46486","ENSMUSG00000060261","ENSRNOG00000001479"
"46490","ENSMUSG00000016503","ENSRNOG00000050016"
"46491","ENSMUSG00000032777","ENSRNOG00000016218"
"46493","ENSMUSG00000041303","ENSRNOG00000002091"
"46494","ENSMUSG00000035666","ENSRNOG00000054725"
"46495","ENSMUSG00000026816","ENSRNOG00000010981"
"46496","ENSMUSG00000019837","ENSRNOG00000000586"
"46497","ENSMUSG00000042535","ENSRNOG00000014634"
"46498","ENSMUSG00000040464","ENSRNOG00000007098"
"46499","ENSMUSG00000023952","ENSRNOG00000019332"
"46500","ENSMUSG00000007610","ENSRNOG00000023403"
"46501","ENSMUSG00000021149","ENSRNOG00000016217"
"46511","ENSMUSG00000022668","ENSRNOG00000002044"
"46512","ENSMUSG00000022385","ENSRNOG00000016148"
"46513","ENSMUSG00000022487","ENSRNOG00000036831"
"46515","ENSMUSG00000053508","ENSRNOG00000036830"
"46517","ENSMUSG00000023982","ENSRNOG00000015402"
"46519","ENSMUSG00000023979","ENSRNOG00000015623"
"46520","ENSMUSG00000023247","ENSRNOG00000008849"
"46521","ENSMUSG00000032978","ENSRNOG00000008979"
"46522","ENSMUSG00000033416","ENSRNOG00000049952"
"46523","ENSMUSG00000033910","ENSRNOG00000012302"
"46524","ENSMUSG00000041624","ENSRNOG00000029876"
"46525","ENSMUSG00000028005","ENSRNOG00000012060"
"46526","ENSMUSG00000021933","ENSRNOG00000009440"
"46527","ENSMUSG00000042638","ENSRNOG00000009031"
"46528","ENSMUSG00000074003","ENSRNOG00000015058"
"46529","ENSMUSG00000020890","ENSRNOG00000007931"
"46530","ENSMUSG00000042282","ENSRNOG00000019086"
"46531","ENSMUSG00000055523","ENSRNOG00000015724"
"46532","ENSMUSG00000029208","ENSRNOG00000002207"
"46533","ENSMUSG00000020444","ENSRNOG00000002928"
"46534","ENSMUSG00000034450","ENSRNOG00000016648"
"46535","ENSMUSG00000056870","ENSRNOG00000003242"
"46536","ENSMUSG00000025534","ENSRNOG00000000913"
"46538","ENSMUSG00000036197","ENSRNOG00000005234"
"46539","ENSMUSG00000030074","ENSRNOG00000005621"
"46540","ENSMUSG00000019528","ENSRNOG00000011146"
"46541","ENSMUSG00000053624","ENSRNOG00000029096"
"46543","ENSMUSG00000090523","ENSRNOG00000029939"
"46544","ENSMUSG00000003865","ENSRNOG00000020812"
"46545","ENSMUSG00000030244","ENSRNOG00000059753"
"46546","ENSMUSG00000027439","ENSRNOG00000004735"
"46547","ENSMUSG00000023132","ENSRNOG00000010603"
"46559","ENSMUSG00000042385","ENSRNOG00000010661"
"46560","ENSMUSG00000054206","ENSRNOG00000030530"
"46561","ENSMUSG00000015443","ENSRNOG00000029860"
"46562","ENSMUSG00000019188","ENSRNOG00000007738"
"46565","ENSMUSG00000049539","ENSRNOG00000017175"
"46566","ENSMUSG00000044927","ENSRNOG00000027722"
"46568","ENSMUSG00000036181","ENSRNOG00000054978"
"46569","ENSMUSG00000052565","ENSRNOG00000048264"
"46570","ENSMUSG00000051627","ENSRNOG00000047459"
"46572","ENSMUSG00000036211","ENSRNOG00000061863"
"46573","ENSMUSG00000048077","ENSRNOG00000029545"
"46574","ENSMUSG00000042279","ENSRNOG00000025251"
"46575","ENSMUSG00000036594","ENSRNOG00000000451"
"46576","ENSMUSG00000073421","ENSRNOG00000032708"
"46597","ENSMUSG00000036322","ENSRNOG00000032844"
"46598","ENSMUSG00000060586","ENSRNOG00000033215"
"46614","ENSMUSG00000073422","ENSRNOG00000000466"
"46624","ENSMUSG00000016283","ENSRNOG00000049590"
"46625","ENSMUSG00000016206","ENSRNOG00000000763"
"46626","ENSMUSG00000024459","ENSRNOG00000033136"
"46629","ENSMUSG00000024334","ENSRNOG00000026762"
"46630","ENSMUSG00000041538","ENSRNOG00000000454"
"46718","ENSMUSG00000067212","ENSRNOG00000000777"
"46727","ENSMUSG00000060081","ENSRNOG00000048122"
"46728","ENSMUSG00000061991","ENSRNOG00000022146"
"46733","ENSMUSG00000063021","ENSRNOG00000058437"
"46734","ENSMUSG00000064220","ENSRNOG00000047898"
"46737","ENSMUSG00000063689","ENSRNOG00000048317"
"46764","ENSMUSG00000040456","ENSRNOG00000021452"
"46766","ENSMUSG00000049932","ENSRNOG00000010386"
"46769","ENSMUSG00000041126","ENSRNOG00000052275"
"46770","ENSMUSG00000050799","ENSRNOG00000016865"
"46777","ENSMUSG00000068854","ENSRNOG00000045753"
"46778","ENSMUSG00000075031","ENSRNOG00000059949"
"46780","ENSMUSG00000047246","ENSRNOG00000059382"
"46783","ENSMUSG00000114456","ENSRNOG00000053845"
"46784","ENSMUSG00000048155","ENSRNOG00000045618"
"46785","ENSMUSG00000045022","ENSRNOG00000045818"
"46787","ENSMUSG00000056895","ENSRNOG00000043419"
"46788","ENSMUSG00000069265","ENSRNOG00000054539"
"46795","ENSMUSG00000069267","ENSRNOG00000028975"
"46804","ENSMUSG00000060743","ENSRNOG00000032108"
"46808","ENSMUSG00000016559","ENSRNOG00000006532"
"46815","ENSMUSG00000091405","ENSRNOG00000032224"
"46819","ENSMUSG00000061482","ENSRNOG00000057690"
"46830","ENSMUSG00000028980","ENSRNOG00000017523"
"46831","ENSMUSG00000000673","ENSRNOG00000031263"
"46832","ENSMUSG00000025075","ENSRNOG00000016659"
"46833","ENSMUSG00000021476","ENSRNOG00000019027"
"46834","ENSMUSG00000063275","ENSRNOG00000043192"
"46835","ENSMUSG00000035376","ENSRNOG00000038761"
"46836","ENSMUSG00000033629","ENSRNOG00000030232"
"46837","ENSMUSG00000028497","ENSRNOG00000005772"
"46838","ENSMUSG00000038822","ENSRNOG00000000327"
"46840","ENSMUSG00000027984","ENSRNOG00000010697"
"46841","ENSMUSG00000025745","ENSRNOG00000024629"
"46842","ENSMUSG00000059447","ENSRNOG00000010800"
"46844","ENSMUSG00000024158","ENSRNOG00000014743"
"46845","ENSMUSG00000061046","ENSRNOG00000019612"
"46847","ENSMUSG00000020017","ENSRNOG00000004502"
"46851","ENSMUSG00000037335","ENSRNOG00000002582"
"46852","ENSMUSG00000038193","ENSRNOG00000060448"
"46854","ENSMUSG00000027261","ENSRNOG00000004601"
"46855","ENSMUSG00000027870","ENSRNOG00000019470"
"46856","ENSMUSG00000006930","ENSRNOG00000014819"
"46857","ENSMUSG00000021613","ENSRNOG00000032002"
"46858","ENSMUSG00000004894","ENSRNOG00000018870"
"46859","ENSMUSG00000030606","ENSRNOG00000022321"
"46860","ENSMUSG00000007594","ENSRNOG00000049949"
"46861","ENSMUSG00000027243","ENSRNOG00000043204"
"46862","ENSMUSG00000001380","ENSRNOG00000028105"
"46863","ENSMUSG00000019143","ENSRNOG00000016087"
"46864","ENSMUSG00000003665","ENSRNOG00000010994"
"46865","ENSMUSG00000022367","ENSRNOG00000004854"
"46867","ENSMUSG00000031910","ENSRNOG00000059362"
"46868","ENSMUSG00000050107","ENSRNOG00000048660"
"46869","ENSMUSG00000027018","ENSRNOG00000001524"
"46875","ENSMUSG00000079555","ENSRNOG00000015255"
"46876","ENSMUSG00000022177","ENSRNOG00000039284"
"46877","ENSMUSG00000078762","ENSRNOG00000024266"
"46878","ENSMUSG00000038047","ENSRNOG00000046028"
"46879","ENSMUSG00000031371","ENSRNOG00000055648"
"46880","ENSMUSG00000035439","ENSRNOG00000052038"
"46881","ENSMUSG00000040405","ENSRNOG00000007243"
"46882","ENSMUSG00000020399","ENSRNOG00000031443"
"46883","ENSMUSG00000027944","ENSRNOG00000045647"
"46892","ENSMUSG00000055609","ENSRNOG00000020536"
"46894","ENSMUSG00000052217","ENSRNOG00000030879"
"46907","ENSMUSG00000052187","ENSRNOG00000029286"
"46908","ENSMUSG00000024486","ENSRNOG00000018646"
"46909","ENSMUSG00000002996","ENSRNOG00000008927"
"46910","ENSMUSG00000020295","ENSRNOG00000028114"
"46912","ENSMUSG00000019977","ENSRNOG00000014531"
"46913","ENSMUSG00000026874","ENSRNOG00000018899"
"46914","ENSMUSG00000049241","ENSRNOG00000026661"
"46915","ENSMUSG00000045502","ENSRNOG00000026653"
"46916","ENSMUSG00000031352","ENSRNOG00000025910"
"46917","ENSMUSG00000031386","ENSRNOG00000051948"
"46918","ENSMUSG00000023904","ENSRNOG00000003542"
"46921","ENSMUSG00000020246","ENSRNOG00000053510"
"46922","ENSMUSG00000003283","ENSRNOG00000009331"
"46923","ENSMUSG00000022831","ENSRNOG00000038881"
"46924","ENSMUSG00000021730","ENSRNOG00000055382"
"46925","ENSMUSG00000020331","ENSRNOG00000008831"
"46926","ENSMUSG00000028051","ENSRNOG00000020444"
"46927","ENSMUSG00000032338","ENSRNOG00000009450"
"46928","ENSMUSG00000045471","ENSRNOG00000018892"
"46929","ENSMUSG00000028778","ENSRNOG00000013838"
"46930","ENSMUSG00000032360","ENSRNOG00000011251"
"46931","ENSMUSG00000064109","ENSRNOG00000020849"
"46935","ENSMUSG00000062906","ENSRNOG00000031915"
"46936","ENSMUSG00000034245","ENSRNOG00000006824"
"46937","ENSMUSG00000019777","ENSRNOG00000000604"
"46938","ENSMUSG00000024454","ENSRNOG00000019618"
"46939","ENSMUSG00000026313","ENSRNOG00000020372"
"46940","ENSMUSG00000008855","ENSRNOG00000020905"
"46943","ENSMUSG00000022475","ENSRNOG00000055597"
"46944","ENSMUSG00000067567","ENSRNOG00000003122"
"46945","ENSMUSG00000004698","ENSRNOG00000004158"
"46946","ENSMUSG00000027360","ENSRNOG00000010262"
"46947","ENSMUSG00000000295","ENSRNOG00000021442"
"46948","ENSMUSG00000030532","ENSRNOG00000012236"
"46949","ENSMUSG00000004897","ENSRNOG00000042261"
"46951","ENSMUSG00000002833","ENSRNOG00000049142"
"46952","ENSMUSG00000025104","ENSRNOG00000019740"
"46953","ENSMUSG00000025421","ENSRNOG00000043171"
"46955","ENSMUSG00000058979","ENSRNOG00000011338"
"46956","ENSMUSG00000034088","ENSRNOG00000031479"
"46957","ENSMUSG00000034551","ENSRNOG00000037799"
"46958","ENSMUSG00000050244","ENSRNOG00000047594"
"46959","ENSMUSG00000031657","ENSRNOG00000015459"
"46960","ENSMUSG00000090843","ENSRNOG00000038183"
"46961","ENSMUSG00000035181","ENSRNOG00000006483"
"46962","ENSMUSG00000039414","ENSRNOG00000025926"
"46963","ENSMUSG00000000976","ENSRNOG00000002542"
"46964","ENSMUSG00000018925","ENSRNOG00000037100"
"46965","ENSMUSG00000042770","ENSRNOG00000000024"
"46966","ENSMUSG00000019853","ENSRNOG00000053735"
"46967","ENSMUSG00000039879","ENSRNOG00000060972"
"46968","ENSMUSG00000035247","ENSRNOG00000006905"
"46969","ENSMUSG00000041180","ENSRNOG00000056753"
"46971","ENSMUSG00000046861","ENSRNOG00000018363"
"46972","ENSMUSG00000042744","ENSRNOG00000001352"
"46973","ENSMUSG00000021301","ENSRNOG00000016046"
"46974","ENSMUSG00000042807","ENSRNOG00000013257"
"46975","ENSMUSG00000075254","ENSRNOG00000001793"
"46976","ENSMUSG00000020228","ENSRNOG00000004189"
"46979","ENSMUSG00000035266","ENSRNOG00000002181"
"46980","ENSMUSG00000047171","ENSRNOG00000010785"
"46981","ENSMUSG00000020721","ENSRNOG00000003213"
"46982","ENSMUSG00000027580","ENSRNOG00000013267"
"46983","ENSMUSG00000028332","ENSRNOG00000009436"
"46984","ENSMUSG00000032579","ENSRNOG00000015458"
"46985","ENSMUSG00000045662","ENSRNOG00000042814"
"46986","ENSMUSG00000046240","ENSRNOG00000009219"
"46987","ENSMUSG00000044156","ENSRNOG00000009711"
"46988","ENSMUSG00000031209","ENSRNOG00000012294"
"46989","ENSMUSG00000031936","ENSRNOG00000056092"
"46990","ENSMUSG00000038664","ENSRNOG00000051671"
"46991","ENSMUSG00000030451","ENSRNOG00000013718"
"46992","ENSMUSG00000029804","ENSRNOG00000007304"
"46993","ENSMUSG00000020064","ENSRNOG00000061040"
"46994","ENSMUSG00000029798","ENSRNOG00000023969"
"46995","ENSMUSG00000031770","ENSRNOG00000018796"
"46996","ENSMUSG00000008429","ENSRNOG00000029995"
"46997","ENSMUSG00000022528","ENSRNOG00000001720"
"46998","ENSMUSG00000028940","ENSRNOG00000010490"
"46999","ENSMUSG00000028946","ENSRNOG00000010893"
"47000","ENSMUSG00000048001","ENSRNOG00000013850"
"47001","ENSMUSG00000067071","ENSRNOG00000020194"
"47002","ENSMUSG00000023781","ENSRNOG00000007391"
"47003","ENSMUSG00000040726","ENSRNOG00000014133"
"47004","ENSMUSG00000025232","ENSRNOG00000010252"
"47005","ENSMUSG00000021665","ENSRNOG00000025274"
"47006","ENSMUSG00000039307","ENSRNOG00000036667"
"47007","ENSMUSG00000048878","ENSRNOG00000003203"
"47008","ENSMUSG00000043372","ENSRNOG00000021287"
"47009","ENSMUSG00000040289","ENSRNOG00000011593"
"47010","ENSMUSG00000019789","ENSRNOG00000013364"
"47011","ENSMUSG00000032744","ENSRNOG00000015318"
"47012","ENSMUSG00000006611","ENSRNOG00000016967"
"47013","ENSMUSG00000043410","ENSRNOG00000023299"
"47014","ENSMUSG00000022821","ENSRNOG00000002701"
"47015","ENSMUSG00000028864","ENSRNOG00000007027"
"47016","ENSMUSG00000029102","ENSRNOG00000009572"
"47017","ENSMUSG00000022554","ENSRNOG00000029238"
"47018","ENSMUSG00000025793","ENSRNOG00000036696"
"47019","ENSMUSG00000037260","ENSRNOG00000059911"
"47020","ENSMUSG00000037375","ENSRNOG00000003925"
"47021","ENSMUSG00000032523","ENSRNOG00000019404"
"47024","ENSMUSG00000064325","ENSRNOG00000018268"
"47025","ENSMUSG00000021260","ENSRNOG00000028390"
"47026","ENSMUSG00000053461","ENSRNOG00000056400"
"47027","ENSMUSG00000072511","ENSRNOG00000054588"
"47028","ENSMUSG00000029776","ENSRNOG00000008063"
"47029","ENSMUSG00000041426","ENSRNOG00000028557"
"47032","ENSMUSG00000050240","ENSRNOG00000051458"
"47033","ENSMUSG00000034586","ENSRNOG00000003464"
"47034","ENSMUSG00000021109","ENSRNOG00000008292"
"47035","ENSMUSG00000036450","ENSRNOG00000014234"
"47036","ENSMUSG00000004328","ENSRNOG00000017198"
"47037","ENSMUSG00000038412","ENSRNOG00000019428"
"47038","ENSMUSG00000020928","ENSRNOG00000002814"
"47039","ENSMUSG00000093550","ENSRNOG00000046069"
"47042","ENSMUSG00000062797","ENSRNOG00000017383"
"47043","ENSMUSG00000043421","ENSRNOG00000054999"
"47044","ENSMUSG00000038994","ENSRNOG00000024041"
"47045","ENSMUSG00000032119","ENSRNOG00000009499"
"47048","ENSMUSG00000028470","ENSRNOG00000015866"
"47049","ENSMUSG00000019791","ENSRNOG00000014190"
"47050","ENSMUSG00000039959","ENSRNOG00000001448"
"47051","ENSMUSG00000000915","ENSRNOG00000001091"
"47052","ENSMUSG00000008730","ENSRNOG00000019333"
"47053","ENSMUSG00000061436","ENSRNOG00000007034"
"47054","ENSMUSG00000027177","ENSRNOG00000011358"
"47055","ENSMUSG00000040424","ENSRNOG00000020835"
"47058","ENSMUSG00000042606","ENSRNOG00000029061"
"47063","ENSMUSG00000069308","ENSRNOG00000060769"
"47069","ENSMUSG00000021366","ENSRNOG00000014460"
"47070","ENSMUSG00000015501","ENSRNOG00000011015"
"47071","ENSMUSG00000028634","ENSRNOG00000009341"
"47072","ENSMUSG00000044783","ENSRNOG00000022911"
"47073","ENSMUSG00000038403","ENSRNOG00000021200"
"47074","ENSMUSG00000037012","ENSRNOG00000046891"
"47076","ENSMUSG00000000628","ENSRNOG00000006116"
"47077","ENSMUSG00000025877","ENSRNOG00000026235"
"47078","ENSMUSG00000020080","ENSRNOG00000049045"
"47079","ENSMUSG00000040820","ENSRNOG00000001686"
"47080","ENSMUSG00000003949","ENSRNOG00000002456"
"47081","ENSMUSG00000002428","ENSRNOG00000000082"
"47082","ENSMUSG00000039377","ENSRNOG00000002309"
"47084","ENSMUSG00000021972","ENSRNOG00000013326"
"47085","ENSMUSG00000032126","ENSRNOG00000010390"
"47087","ENSMUSG00000066842","ENSRNOG00000028627"
"47089","ENSMUSG00000032329","ENSRNOG00000016905"
"47090","ENSMUSG00000020232","ENSRNOG00000020601"
"47095","ENSMUSG00000056758","ENSRNOG00000042460"
"47096","ENSMUSG00000066551","ENSRNOG00000051482"
"47135","ENSMUSG00000028672","ENSRNOG00000009422"
"47136","ENSMUSG00000007908","ENSRNOG00000011193"
"47137","ENSMUSG00000021670","ENSRNOG00000016122"
"47138","ENSMUSG00000093930","ENSRNOG00000016552"
"47139","ENSMUSG00000027875","ENSRNOG00000019120"
"47145","ENSMUSG00000066456","ENSRNOG00000031032"
"47148","ENSMUSG00000024622","ENSRNOG00000018132"
"47149","ENSMUSG00000034518","ENSRNOG00000013878"
"47150","ENSMUSG00000020330","ENSRNOG00000059894"
"47151","ENSMUSG00000005413","ENSRNOG00000014117"
"47152","ENSMUSG00000004070","ENSRNOG00000003773"
"47153","ENSMUSG00000067438","ENSRNOG00000009154"
"47154","ENSMUSG00000050100","ENSRNOG00000020638"
"47155","ENSMUSG00000040148","ENSRNOG00000020637"
"47156","ENSMUSG00000029556","ENSRNOG00000001183"
"47159","ENSMUSG00000020679","ENSRNOG00000002598"
"47160","ENSMUSG00000017950","ENSRNOG00000008895"
"47162","ENSMUSG00000017688","ENSRNOG00000008971"
"47163","ENSMUSG00000026986","ENSRNOG00000005223"
"47164","ENSMUSG00000007836","ENSRNOG00000039876"
"47165","ENSMUSG00000046434","ENSRNOG00000036839"
"47168","ENSMUSG00000004980","ENSRNOG00000011175"
"47172","ENSMUSG00000060373","ENSRNOG00000011621"
"47173","ENSMUSG00000000568","ENSRNOG00000002292"
"47175","ENSMUSG00000042079","ENSRNOG00000014562"
"47176","ENSMUSG00000007850","ENSRNOG00000003399"
"47177","ENSMUSG00000045427","ENSRNOG00000011661"
"47178","ENSMUSG00000020069","ENSRNOG00000048193"
"47179","ENSMUSG00000021546","ENSRNOG00000019113"
"47180","ENSMUSG00000015165","ENSRNOG00000020235"
"47181","ENSMUSG00000024095","ENSRNOG00000006929"
"47182","ENSMUSG00000059208","ENSRNOG00000007921"
"47183","ENSMUSG00000066037","ENSRNOG00000011910"
"47185","ENSMUSG00000039630","ENSRNOG00000033790"
"47186","ENSMUSG00000040725","ENSRNOG00000020683"
"47188","ENSMUSG00000025176","ENSRNOG00000029501"
"47189","ENSMUSG00000007617","ENSRNOG00000047014"
"47190","ENSMUSG00000025813","ENSRNOG00000061450"
"47191","ENSMUSG00000003573","ENSRNOG00000020229"
"47192","ENSMUSG00000057156","ENSRNOG00000014887"
"47193","ENSMUSG00000028572","ENSRNOG00000026226"
"47194","ENSMUSG00000052566","ENSRNOG00000003682"
"47195","ENSMUSG00000037234","ENSRNOG00000014275"
"47196","ENSMUSG00000059325","ENSRNOG00000024689"
"47198","ENSMUSG00000028109","ENSRNOG00000021160"
"47199","ENSMUSG00000020419","ENSRNOG00000037865"
"47232","ENSMUSG00000018973","ENSRNOG00000008506"
"47233","ENSMUSG00000049604","ENSRNOG00000007491"
"47234","ENSMUSG00000075588","ENSRNOG00000008365"
"47235","ENSMUSG00000048763","ENSRNOG00000008313"
"47237","ENSMUSG00000038692","ENSRNOG00000008191"
"47238","ENSMUSG00000038700","ENSRNOG00000008010"
"47240","ENSMUSG00000000690","ENSRNOG00000007823"
"47241","ENSMUSG00000038721","ENSRNOG00000007611"
"47242","ENSMUSG00000056648","ENSRNOG00000007585"
"47243","ENSMUSG00000020875","ENSRNOG00000007573"
"47244","ENSMUSG00000022484","ENSRNOG00000016149"
"47245","ENSMUSG00000001656","ENSRNOG00000016141"
"47246","ENSMUSG00000050328","ENSRNOG00000016116"
"47247","ENSMUSG00000001655","ENSRNOG00000028679"
"47248","ENSMUSG00000075394","ENSRNOG00000016613"
"47249","ENSMUSG00000022485","ENSRNOG00000016598"
"47250","ENSMUSG00000001661","ENSRNOG00000016442"
"47251","ENSMUSG00000001657","ENSRNOG00000028619"
"47252","ENSMUSG00000036139","ENSRNOG00000016199"
"47253","ENSMUSG00000042448","ENSRNOG00000001572"
"47254","ENSMUSG00000050368","ENSRNOG00000001581"
"47255","ENSMUSG00000042499","ENSRNOG00000051472"
"47256","ENSMUSG00000001823","ENSRNOG00000001587"
"47257","ENSMUSG00000001819","ENSRNOG00000001588"
"47258","ENSMUSG00000079277","ENSRNOG00000001577"
"47261","ENSMUSG00000027102","ENSRNOG00000042480"
"47262","ENSMUSG00000043342","ENSRNOG00000001580"
"47263","ENSMUSG00000031722","ENSRNOG00000014964"
"47264","ENSMUSG00000028759","ENSRNOG00000014445"
"47265","ENSMUSG00000028785","ENSRNOG00000006979"
"47266","ENSMUSG00000071379","ENSRNOG00000005492"
"47267","ENSMUSG00000046093","ENSRNOG00000050983"
"47268","ENSMUSG00000029445","ENSRNOG00000001338"
"47269","ENSMUSG00000043155","ENSRNOG00000018143"
"47270","ENSMUSG00000038005","ENSRNOG00000011293"
"47271","ENSMUSG00000031613","ENSRNOG00000010610"
"47272","ENSMUSG00000029919","ENSRNOG00000006583"
"47273","ENSMUSG00000001249","ENSRNOG00000021097"
"47276","ENSMUSG00000025188","ENSRNOG00000045838"
"47277","ENSMUSG00000027615","ENSRNOG00000031406"
"47278","ENSMUSG00000042328","ENSRNOG00000000661"
"47279","ENSMUSG00000014418","ENSRNOG00000055531"
"47280","ENSMUSG00000074811","ENSRNOG00000018433"
"47281","ENSMUSG00000035273","ENSRNOG00000002188"
"47282","ENSMUSG00000074852","ENSRNOG00000043120"
"47283","ENSMUSG00000030895","ENSRNOG00000018257"
"47284","ENSMUSG00000022096","ENSRNOG00000011427"
"47285","ENSMUSG00000025499","ENSRNOG00000016611"
"47286","ENSMUSG00000038239","ENSRNOG00000020719"
"47287","ENSMUSG00000071001","ENSRNOG00000039336"
"47288","ENSMUSG00000022877","ENSRNOG00000001809"
"47289","ENSMUSG00000053004","ENSRNOG00000007420"
"47290","ENSMUSG00000034987","ENSRNOG00000018260"
"47291","ENSMUSG00000039059","ENSRNOG00000061153"
"47292","ENSMUSG00000037346","ENSRNOG00000016887"
"47294","ENSMUSG00000041991","ENSRNOG00000053250"
"47295","ENSMUSG00000034773","ENSRNOG00000020908"
